811502214250, 217500013105250, 26524849111319248, b59c45efc7dc9022, 64, 76, 6089, 349554520566217,
811502210200, 217500013101200, 26524849110335100, 6110dfd138c5136f, 28, 63, 5428, 906356868756491,
811502213300, 217500013104300, 26524849111088400, 5d672e3fa975e368, 46, 49, 8457, 655918658555720,
811502214750, 217500013105750, 26524849111440752, 8765c915627f52dd, 52, 52, 2645, 783430739352872,
811502211700, 217500013102700, 26524849110699600, 03480f93f5a5afcb, 38, 97, 7742, 686418048567133,
811502213850, 217500013104850, 26524849111222048, 7be5d48843c1599a, 24, 60, 6225, 128088340434663,
811502214850, 217500013105850, 26524849111465048, f8233c7454448e26, 91, 36, 7568, 450240950123131,
811502213550, 217500013104550, 26524849111149152, abb5d66d874a43b4, 37, 31, 3769, 885529467966283,
811502214900, 217500013105900, 26524849111477200, 44664293211451cc, 77, 65, 5886, 599125071892919,
811500260000, 217500011151000, 26524848636436500, e7b1a322357c3fe3, 93, 20, 4725, 724999844919562,
811502210150, 217500013101150, 26524849110322952, 4da0925637b75d45, 34, 86, 8506, 399497587894594,
811502212900, 217500013103900, 26524849110991200, 518523bf91386a03, 69, 31, 7128, 872320213641696,
811502214800, 217500013105800, 26524849111452900, 7181de026cd0a134, 79, 79, 7268, 589554174264615,
811502214950, 217500013105950, 26524849111489352, 36235e94083e0af7, 38, 19, 2907, 458005291521489,
811502210050, 217500013101050, 26524849110298648, 529960005f5169dc, 81, 82, 2018, 160413188183396,
811502213150, 217500013104150, 26524849111051952, 646f807eb4be0b07, 49, 79, 4601, 167016157705228,
811502214400, 217500013105400, 26524849111355700, 681995b1dd52e07f, 25, 74, 3102, 868580983168097,
811502210100, 217500013101100, 26524849110310800, ca181f90dee94006, 98, 74, 8673, 813713148428700,
811502214300, 217500013105300, 26524849111331400, a4a853e177571b5b, 22, 80, 5656, 297420185342658,
811502213250, 217500013104250, 26524849111076248, 3e37cc303112cbe7, 89, 59, 4008, 759673856683479,
811502212750, 217500013103750, 26524849110954752, a188ce59cf31fcbd, 91, 97, 8034, 206629971038610,
811502214050, 217500013105050, 26524849111270648, fa94017f34b59b9c, 66, 59, 7683, 139996896786276,
811502212800, 217500013103800, 26524849110966900, 420a44f4c834e6bb, 35, 73, 5882, 254791757669689,
811502213000, 217500013104000, 26524849111015500, eb3466638d7d9b8f, 48, 71, 2167, 410016941076501,
811502212950, 217500013103950, 26524849111003352, ab0d27fc9dacbbab, 80, 52, 2867, 201118208149783,
811502213950, 217500013104950, 26524849111246352, 54527d99eee44948, 22, 51, 4846, 699315686172902,
811500210200, 217500011101200, 26524848624335100, 5b42b1a125e2ca89, 47, 80, 7900, 493052864489953,
811502213400, 217500013104400, 26524849111112700, 3969f6b55118a3bd, 25, 88, 5368, 734143922158358,
811502213500, 217500013104500, 26524849111137000, 236d2eda80b52f6c, 54, 13, 4758, 583010505117017,
811502214450, 217500013105450, 26524849111367848, 47866dd1730e9ac7, 60, 54, 4909, 557754418775165,
811502211400, 217500013102400, 26524849110626700, 33d9d3fee0e644bf, 60, 59, 4575, 298289857910094,
811502213700, 217500013104700, 26524849111185600, 7128bb3adacfc143, 47, 55, 8683, 719109727079673,
811502213050, 217500013104050, 26524849111027648, 2c56c1f516f62c97, 10, 50, 2395, 158492528664439,
811502212850, 217500013103850, 26524849110979048, a51ed5de931b65cc, 21, 99, 3016, 756827459920114,
811502213450, 217500013104450, 26524849111124848, 5e8d9d993fbe1d99, 50, 63, 2294, 439256564309628,
811502214350, 217500013105350, 26524849111343552, 8bbc764e1483ec03, 47, 50, 4108, 361104926658740,
811502213100, 217500013104100, 26524849111039800, 915c6190c0186893, 68, 18, 3605, 224547073645037,
811502213650, 217500013104650, 26524849111173448, 781189caddd7b288, 17, 18, 4535, 338565165267154,
811502213200, 217500013104200, 26524849111064100, f6acb5912304fd6c, 88, 54, 6179, 294514091041092,
811502213600, 217500013104600, 26524849111161300, 97599ba44dc93d6f, 91, 93, 6785, 657247242275037,
811502213350, 217500013104350, 26524849111100552, 43b44b47af72e122, 49, 11, 2053, 581347733421604,
811500210201, 217500011101201, 26524848624335344, ef29cd54b3cc4238, 27, 57, 3094, 302000300497529,
811500159901, 217500011050901, 26524848612112444, 5eea88b5699730aa, 14, 49, 2677, 953884048151956,
811502212801, 217500013103801, 26524849110967144, 66403bbff98aab3c, 27, 81, 7018, 648221742645093,
811502214751, 217500013105751, 26524849111440992, 5902a237f8ce796d, 26, 37, 2954, 911206617270221,
811502213501, 217500013104501, 26524849111137244, e1a378c116ddf0f1, 60, 69, 3962, 483886027150141,
811502213151, 217500013104151, 26524849111052192, 4df48ec8bb2fb9c1, 32, 80, 2583, 178875123535138,
811502213701, 217500013104701, 26524849111185844, f154185a08d486df, 73, 80, 2202, 632385942022513,
811502214051, 217500013105051, 26524849111270892, 74ddf9095139c347, 37, 64, 3310, 648126175782077,
811502213351, 217500013104351, 26524849111100792, 5f3bed1bef7c50d1, 83, 35, 6369, 678616623027748,
811502214451, 217500013105451, 26524849111368092, 42a122b55b95ef3f, 59, 52, 6542, 467820205583082,
811502213001, 217500013104001, 26524849111015744, 8c939d3f713ca6b2, 95, 63, 4113, 887847336463499,
811502212901, 217500013103901, 26524849110991444, 1ad1b29ac396ceb7, 49, 70, 7981, 653801417769568,
811502213451, 217500013104451, 26524849111125092, 02bf320909dfa8c8, 31, 40, 3045, 207843188321646,
811502213201, 217500013104201, 26524849111064344, cb9cb5ea36b16ed7, 98, 18, 7505, 737688530416920,
811502214251, 217500013105251, 26524849111319492, 0951d4decab7d202, 55, 99, 8093, 891334411424290,
811502213551, 217500013104551, 26524849111149392, f957c120a4325d1f, 45, 31, 3059, 133286053184249,
811502213101, 217500013104101, 26524849111040044, 0ae789ddef2487b6, 96, 42, 8057, 334449923534035,
811502213251, 217500013104251, 26524849111076492, 595ed21b8277e5b3, 86, 40, 6432, 578200448211451,
811502214101, 217500013105101, 26524849111283044, 2a866c6da44b0662, 71, 71, 5369, 705010124040646,
811502213401, 217500013104401, 26524849111112944, 21fa06d5f2b9661e, 90, 74, 6026, 154942832820296,
811502214301, 217500013105301, 26524849111331644, 1a92083a0cd03f9b, 18, 63, 4161, 687595698059653,
811502213951, 217500013104951, 26524849111246592, aeab1766fa5488e6, 80, 18, 4020, 462779901792597,
811502214951, 217500013105951, 26524849111489592, b4406bb74efc58c1, 61, 18, 2219, 761762044489459,
